chr	start	end	gene_id	gene_length
chr15	88467421	88480776	MRPS11	13355
chr20	20854121	20854642	MRPS11P1	521
chr19	38930923	38933183	MRPS12	2260
chr1	175010789	175023432	MRPS14	12643
chr1	36455718	36464418	MRPS15	8700
chr15	73483196	73483943	MRPS15P1	747
chr10	73248843	73252693	MRPS16	3850
chr8	91917507	91917918	MRPS16P1	411
chr20	59113224	59113631	MRPS16P2	407
chr22	35703803	35704176	MRPS16P3	373
chr7	55950705	55956500	MRPS17	5795
chr1	44988705	44991834	MRPS17P1	3129
chr3	78525101	78525485	MRPS17P3	384
chr6	127909833	127910052	MRPS17P5	219
chr6	43671202	43687800	MRPS18A	16598
chr3	48256350	48256938	MRPS18AP1	588
chr6	30617823	30626398	MRPS18B	8575
chr1	216201635	216201826	MRPS18BP1	191
chr2	139668547	139669305	MRPS18BP2	758
chr4	83455932	83470428	MRPS18C	14496
chr12	14237091	14237321	MRPS18CP4	230
chr22	44483495	44483717	MRPS18CP6	222
chr9	135499984	135504673	MRPS2	4689
chr1	150293854	150308981	MRPS21	15127
chr1	65092392	65092614	MRPS21P1	222
chr1	157861197	157861460	MRPS21P2	263
chr1	197363817	197364078	MRPS21P3	261
chr10	28004702	28004932	MRPS21P5	230
chr10	125166677	125166937	MRPS21P6	260
chr16	49708006	49708243	MRPS21P7	237
chr16	49764454	49764688	MRPS21P8	234
chr17	50450179	50450725	MRPS21P9	546
chr3	139005806	139360497	MRPS22	354691
chr17	57834781	57850076	MRPS23	15295
chr7	43866557	43869893	MRPS24	3336
chr3	15009611	15065339	MRPS25	55728
chr20	3046041	3048254	MRPS26	2213
chr5	72214953	72321717	MRPS27	106764
chr8	79918401	80030304	MRPS28	111903
chr5	44808947	44820428	MRPS30	11481
chr5	44495094	44809850	MRPS30-DT	314756
chr13	40729128	40771351	MRPS31	42223
chr3	41189041	41189236	MRPS31P1	195
chr13	19552571	19570288	MRPS31P2	17717
chr13	52617558	52637446	MRPS31P4	19888
chr13	52167709	52194833	MRPS31P5	27124
chr7	141002610	141015228	MRPS33	12618
chr4	38006784	38007105	MRPS33P2	321
chr4	115142982	115143303	MRPS33P3	321
chr20	52511252	52511568	MRPS33P4	316
chr16	1771890	1773158	MRPS34	1268
chr12	27710801	27756301	MRPS35	45500
chr12	27690982	27710803	MRPS35-DT	19821
chr5	98402542	98402732	MRPS35P2	190
chr10	57982285	57982993	MRPS35P3	708
chr3	6773037	6773343	MRPS36P1	306
chr4	186900540	186900838	MRPS36P2	298
chr8	122091480	122091609	MRPS36P3	129
chr11	112208601	112208898	MRPS36P4	297
chr12	43054089	43054386	MRPS36P5	297
chr2	95085369	95122006	MRPS5	36637
chr5	127143082	127143247	MRPS5P3	165
chr18	60519841	60520165	MRPS5P4	324
chr21	34073224	34362252	MRPS6	289028
chr1	50846468	50846837	MRPS6P2	369
chr12	89319364	89319649	MRPS6P4	285
chr17	75261670	75270708	MRPS7	9038
chr2	105038025	105099960	MRPS9	61935
chr2	105082652	105103047	MRPS9-AS1	20395
chr2	104935789	105038671	MRPS9-AS2	102882
chr9	122264603	122331337	MRRF	66734
chr6	24402908	24426194	MRS2	23286
chr8	124920428	124922076	MRS2P1	1648
chr12	71849228	71850428	MRS2P2	1200
chr22	40410281	40636719	MRTFA	226438
chr22	40521800	40527933	MRTFA-AS1	6133
chr16	14071058	14266778	MRTFB	195720
chr1	19251796	19260128	MRTO4	8332
chr11	60455752	60470752	MS4A1	15000
chr11	60785333	60801305	MS4A10	15972
chr11	60492722	60507535	MS4A12	14813
chr11	60515392	60542721	MS4A13	27329
chr11	60378530	60417756	MS4A14	39226
chr11	60756863	60776733	MS4A15	19870
chr11	60724720	60745028	MS4A18	20308
chr11	60577856	60608418	MS4A19P	30562
chr11	60088261	60098467	MS4A2	10206
chr11	60056587	60071115	MS4A3	14528
chr11	60185657	60318080	MS4A4A	132423
chr11	60200270	60243137	MS4A4E	42867
chr11	60429572	60455214	MS4A5	25642
chr11	60170074	60184666	MS4A6A	14592
chr11	60327251	60396596	MS4A6E	69345
chr11	60378482	60395951	MS4A7	17469
chr11	60699585	60715811	MS4A8	16226
chr4	3244369	3271738	MSANTD1	27369
chr11	124766498	124800706	MSANTD2	34208
chr11	124800424	124834487	MSANTD2-AS1	34063
chr21	23101223	23103074	MSANTD2P1	1851
chr9	100426693	100451734	MSANTD3	25041
chr9	100442271	100577636	MSANTD3-TMEFF1	135365
chr17	27526386	27527223	MSANTD3P1	837
chr11	105995623	106022410	MSANTD4	26787
chr5	178694572	178697761	MSANTD5	3189
chr10	14838302	14846999	MSANTD7	8697
chr8	71841552	71844496	MSC	2944
chr8	71828167	72118393	MSC-AS1	290226
chr2	17816460	17817798	MSGN1	1338
chr2	47403067	47663146	MSH2	260079
chr2	47526999	47535213	MSH2-OT1	8214
chr5	80654650	80877147	MSH3	222497
chr1	75796882	75913242	MSH4	116360
chr6	31739677	31762676	MSH5	22999
chr6	31740020	31764851	MSH5-SAPCD1	24831
chr2	47695530	47810109	MSH6	114579
chr12	120341329	120369437	MSI1	28108
chr17	57255851	57684689	MSI2	428838
chr17	40121971	40136917	MSL1	14946
chr3	136148917	136197241	MSL2	48324
chr2	233864663	233868386	MSL3B	3723
chr7	139172516	139174266	MSL3P2	1750
chr8	99340305	99341761	MSL3P3	1456
chr16	760734	768866	MSLN	8132
chr16	769428	782054	MSLNL	12626
chr10	46033307	46048180	MSMB	14873
chr4	165327667	165343180	MSMO1	15513
chr9	35752990	35756613	MSMP	3623
chr5	25909503	25911234	MSNP1	1731
chr8	16107878	16567490	MSR1	459612
chr8	10054278	10428897	MSRA	374619
chr8	9959549	10055041	MSRA-DT	95492
chr16	1938229	1943199	MSRB1	4970
chr19	39254916	39255269	MSRB1P1	353
chr10	23095579	23122013	MSRB2	26434
chr12	65278643	65491430	MSRB3	212787
chr12	65466820	65642372	MSRB3-AS1	175552
chr10	73423579	73433561	MSS51	9982
chr3	49683947	49689501	MST1	5554
chr1	16757232	16764480	MST1L	7248
chr1	16645622	16650289	MST1P2	4667
chr3	49886902	49906130	MST1R	19228
chr2	190055700	190062729	MSTN	7029
chr1	155563235	155616511	MSTO1	53276
chr1	155745829	155750137	MSTO2P	4308
chr4	4859665	4863936	MSX1	4271
chr5	174724582	174730896	MSX2	6314
chr17	58157028	58157800	MSX2P1	772
chr16	56638202	56640087	MT1A	1885
chr16	56651886	56653204	MT1B	1318
chr16	56648248	56649514	MT1CP	1266
chr16	56643725	56644765	MT1DP	1040
chr16	56625475	56627112	MT1E	1637
chr16	56657640	56660698	MT1F	3058
chr16	56666730	56668069	MT1G	1339
chr16	56669814	56671129	MT1H	1315
chr1	237004103	237004441	MT1HL1	338
chr16	56675535	56677883	MT1IP	2348
chr16	56635712	56637086	MT1JP	1374
chr16	56617563	56618680	MT1L	1117
chr16	56632562	56633981	MT1M	1419
chr9	95413267	95413449	MT1P1	182
chr20	35218009	35218185	MT1P3	176
chr16	56682468	56684196	MT1X	1728
chr1	16241213	16241398	MT1XP1	185
chr16	56608584	56609497	MT2A	913
chr4	68376323	68376505	MT2P1	182
chr16	56589074	56591088	MT3	2014
chr16	56565073	56568957	MT4	3884
chr14	105419808	105470737	MTA1	50929
chr14	105416884	105419739	MTA1-DT	2855
chr11	62593214	62601865	MTA2	8651
chr2	42494569	42756947	MTA3	262378
chr2	157961410	157962888	MTA3P1	1478
chr9	21802636	21937651	MTAP	135015
chr3	158609610	158610857	MTAPP1	1247
chr3	189969030	189969861	MTAPP2	831
chr1	220786352	220819659	MTARC1	33307
chr1	220748122	220784824	MTARC2	36702
chr3	6208269	6208571	MTARC2P1	302
chr1	633696	634376	MTATP6P1	680
chr7	57190461	57191138	MTATP6P10	677
chr9	5099560	5100229	MTATP6P11	669
chr1	93925406	93926072	MTATP6P13	666
chr1	106802755	106803427	MTATP6P14	672
chr11	103402588	103403422	MTATP6P15	834
chr2	201550524	201551049	MTATP6P16	525
chr2	202615769	202616440	MTATP6P17	671
chr7	64106822	64107572	MTATP6P18	750
chr5	100051920	100052597	MTATP6P2	677
chr22	36174261	36174822	MTATP6P20	561
chr7	67627831	67628019	MTATP6P21	188
chr3	106897671	106898268	MTATP6P22	597
chr10	69589880	69590355	MTATP6P23	475
chr16	10724620	10725296	MTATP6P24	676
chr6	91726810	91727070	MTATP6P25	260
chr2	120211054	120211715	MTATP6P26	661
chr19	12506249	12508030	MTATP6P27	1781
chr9	92108858	92108989	MTATP6P29	131
chr17	22529934	22530609	MTATP6P3	675
chr9	31505280	31505943	MTATP6P30	663
chr6	153666627	153667318	MTATP6P31	691
chr2	131380916	131381590	MTATP6P4	674
chr2	143099936	143100612	MTATP6P5	676
chr2	130276507	130277187	MTATP6P7	680
chr7	57167200	57167880	MTATP6P8	680
chr4	155457961	155458640	MTATP6P9	679
chr1	633535	633741	MTATP8P1	206
chr2	87824942	87825143	MTATP8P2	201
chr8	120445400	120542133	MTBP	96733
chr6	36965807	36986298	MTCH1	20491
chr6	138650226	138650973	MTCH1P1	747
chr11	18595629	18596571	MTCH1P2	942
chr11	47616697	47642698	MTCH2	26001
chr3	137535572	137536142	MTCH2P1	570
chr12	92530460	92531324	MTCH2P2	864
chr16	57713782	57714957	MTCH2P3	1175
chr16	53010395	53011286	MTCH2P4	891
chr18	8705271	8832780	MTCL1	127509
chr13	70923664	70924455	MTCL1P1	791
chr20	36777447	36863538	MTCL2	86091
chr6	127472806	127519335	MTCL3	46529
chr21	8845566	8846646	MTCO1P1	1080
chr7	57187892	57189437	MTCO1P10	1545
chr9	5096666	5098193	MTCO1P11	1527
chr1	631074	632616	MTCO1P12	1542
chr1	106804474	106806032	MTCO1P14	1558
chr11	103404309	103405834	MTCO1P15	1525
chr2	202614214	202614704	MTCO1P17	490
chr2	131382643	131384061	MTCO1P18	1418
chr14	32484098	32484800	MTCO1P2	702
chr22	36172422	36172779	MTCO1P20	357
chr1	93927714	93928302	MTCO1P21	588
chr5	100053686	100055045	MTCO1P22	1359
chr10	69591406	69592931	MTCO1P23	1525
chr5	98410235	98411792	MTCO1P24	1557
chr7	69331835	69333633	MTCO1P25	1798
chr19	12504665	12504890	MTCO1P27	225
chr16	3367719	3369246	MTCO1P28	1527
chr3	120722024	120722311	MTCO1P29	287
chr21	45376191	45376382	MTCO1P3	191
chr5	5395378	5395957	MTCO1P30	579
chr5	5396477	5396968	MTCO1P31	491
chr3	106900854	106901081	MTCO1P35	227
chr1	237940762	237941061	MTCO1P38	299
chr17	19605454	19605933	MTCO1P39	479
chr8	103088796	103090671	MTCO1P4	1875
chr17	53105734	53106358	MTCO1P40	624
chr2	50588690	50589415	MTCO1P42	725
chr2	117026537	117027024	MTCO1P43	487
chr2	140216997	140217239	MTCO1P44	242
chr2	155263458	155263724	MTCO1P45	266
chr2	211778273	211779763	MTCO1P46	1490
chr8	110933263	110934533	MTCO1P47	1270
chr2	94899566	94900661	MTCO1P48	1095
chr8	133755845	133756646	MTCO1P49	801
chr3	12165299	12165642	MTCO1P5	343
chr9	80563571	80564630	MTCO1P51	1059
chr2	202619185	202619896	MTCO1P54	711
chr7	141801315	141802059	MTCO1P55	744
chr6	91727282	91727505	MTCO1P56	223
chr7	68097737	68098250	MTCO1P57	513
chr3	171534423	171534615	MTCO1P58	192
chr20	5965180	5965511	MTCO1P59	331
chr3	89588714	89590097	MTCO1P6	1383
chr2	130273908	130275449	MTCO1P7	1541
chr7	64108625	64110147	MTCO1P8	1522
chr4	155459704	155461237	MTCO1P9	1533
chr20	60414396	60414872	MTCO2P1	476
chr7	57189578	57190226	MTCO2P10	648
chr9	5098341	5099325	MTCO2P11	984
chr1	632757	633438	MTCO2P12	681
chr11	103403512	103404167	MTCO2P15	655
chr2	201549631	201550307	MTCO2P16	676
chr2	202614853	202615529	MTCO2P17	676
chr2	131381840	131382497	MTCO2P18	657
chr18	47853233	47853457	MTCO2P2	224
chr22	36172934	36173948	MTCO2P20	1014
chr1	93926615	93927569	MTCO2P21	954
chr5	100052859	100053539	MTCO2P22	680
chr10	69590583	69591262	MTCO2P23	679
chr5	98409675	98410100	MTCO2P24	425
chr7	69330698	69331378	MTCO2P25	680
chr19	12504905	12505976	MTCO2P27	1071
chr3	120722458	120722646	MTCO2P29	188
chr13	57204379	57204799	MTCO2P3	420
chr5	5395972	5396335	MTCO2P30	363
chr6	153665707	153666390	MTCO2P31	683
chr5	1370543	1370945	MTCO2P32	402
chr6	24947880	24948344	MTCO2P33	464
chr1	55372710	55373316	MTCO2P34	606
chr8	103091263	103091509	MTCO2P4	246
chr2	143100930	143101355	MTCO2P5	425
chr3	89587886	89588570	MTCO2P6	684
chr2	130275592	130276257	MTCO2P7	665
chr7	64107829	64108486	MTCO2P8	657
chr4	155458870	155459563	MTCO2P9	693
chr6	32706124	32706955	MTCO3P1	831
chr7	57167880	57168651	MTCO3P10	771
chr9	5100236	5101009	MTCO3P11	773
chr1	634376	634922	MTCO3P12	546
chr17	22530612	22531392	MTCO3P13	780
chr11	103402013	103402586	MTCO3P15	573
chr2	201552859	201553612	MTCO3P16	753
chr2	202616700	202617212	MTCO3P17	512
chr2	131380153	131380913	MTCO3P18	760
chr13	23765934	23766104	MTCO3P2	170
chr22	36175167	36175854	MTCO3P20	687
chr1	93924743	93925385	MTCO3P21	642
chr5	100051133	100051916	MTCO3P22	783
chr15	58150275	58150563	MTCO3P23	288
chr16	10723836	10724617	MTCO3P24	781
chr4	64606418	64606613	MTCO3P27	195
chr4	64611374	64611888	MTCO3P28	514
chr9	92109013	92110095	MTCO3P29	1082
chr9	31505946	31506615	MTCO3P30	669
chr6	153667318	153668106	MTCO3P31	788
chr3	106896891	106897671	MTCO3P35	780
chr3	166161203	166161968	MTCO3P38	765
chr4	49246021	49246538	MTCO3P39	517
chr7	57191141	57191927	MTCO3P4	786
chr9	82427350	82428025	MTCO3P40	675
chr7	67628022	67628349	MTCO3P41	327
chr4	49548918	49549435	MTCO3P42	517
chr2	120211727	120212862	MTCO3P43	1135
chr4	25720516	25721056	MTCO3P44	540
chr2	94900990	94901602	MTCO3P45	612
chr1	235542159	235542390	MTCO3P46	231
chr3	72583370	72583535	MTCO3P47	165
chr2	143098898	143099933	MTCO3P5	1035
chr2	130277184	130277957	MTCO3P7	773
chr7	64106065	64106819	MTCO3P8	754
chr4	155457180	155457960	MTCO3P9	780
chr2	131369062	131369711	MTCYBP10	649
chr2	143093056	143094164	MTCYBP11	1108
chr17	22519617	22520709	MTCYBP13	1092
chr1	235519971	235520685	MTCYBP14	714
chr1	237948017	237949143	MTCYBP15	1126
chr4	64607703	64608831	MTCYBP16	1128
chr4	155451617	155452405	MTCYBP17	788
chr5	134923303	134924049	MTCYBP18	746
chr8	36277763	36278886	MTCYBP19	1123
chr8	46837578	46838706	MTCYBP20	1128
chr21	44469929	44472516	MTCYBP21	2587
chr5	100045928	100046374	MTCYBP22	446
chr15	58154960	58156061	MTCYBP23	1101
chr7	112374324	112375429	MTCYBP24	1105
chr14	84176419	84177088	MTCYBP27	669
chr16	82120638	82121769	MTCYBP28	1131
chr7	57173357	57174362	MTCYBP29	1005
chr13	95694569	95695705	MTCYBP3	1136
chr16	10718633	10719762	MTCYBP33	1129
chr22	36175857	36176526	MTCYBP34	669
chr5	94569540	94570676	MTCYBP35	1136
chr6	94446740	94447179	MTCYBP36	439
chr5	8619178	8620310	MTCYBP37	1132
chr2	116751158	116751648	MTCYBP39	490
chr6	133150568	133150816	MTCYBP4	248
chr5	97677547	97678681	MTCYBP40	1134
chr11	87815035	87816157	MTCYBP41	1122
chr7	22747675	22748804	MTCYBP42	1129
chr4	30884443	30885182	MTCYBP43	739
chr4	81733385	81734207	MTCYBP44	822
chr1	11425257	11425821	MTCYBP45	564
chr7	57196638	57197772	MTCYBP5	1134
chr7	117264393	117264530	MTCYBP6	137
chr2	82818131	82819264	MTCYBP7	1133
chr2	130282679	130283329	MTCYBP8	650
chr2	155314066	155314368	MTCYBP9	302
chr8	97644013	97730260	MTDH	86247
chr7	64942143	64942926	MTDHP1	783
chr19	21940820	21941533	MTDHP2	713
chr19	21677550	21678221	MTDHP3	671
chr19	21709522	21710191	MTDHP4	669
chr19	22140532	22141117	MTDHP5	585
chr7	91692008	91880727	MTERF1	188719
chr3	60616822	60618079	MTERF1P1	1257
chr12	106973120	106987173	MTERF2	14053
chr8	96238169	96261618	MTERF3	23449
chr2	241072169	241102332	MTERF4	30163
chr1	37809574	37859614	MTF1	50040
chr1	93079235	93139079	MTF2	59844
chr15	65001512	65029643	MTFMT	28131
chr22	30425623	30429054	MTFP1	3431
chr8	65644684	65771261	MTFR1	126577
chr1	25818640	25832947	MTFR1L	14307
chr6	136231024	136250571	MTFR2	19547
chr2	63232453	63233577	MTFR2P1	1124
chr22	39750127	39751293	MTFR2P2	1166
chr10	133394094	133422520	MTG1	28426
chr20	62183025	62203568	MTG2	20543
chr14	64388031	64463457	MTHFD1	75426
chr6	150865679	151101887	MTHFD1L	236208
chr2	74186172	74217565	MTHFD2	31393
chr4	74114174	74303099	MTHFD2L	188925
chr3	95654423	95722103	MTHFD2P1	67680
chr6	87000045	87000291	MTHFD2P2	246
chr6	107985811	107986031	MTHFD2P3	220
chr4	162322188	162323907	MTHFD2P4	1719
chr7	82589848	82590691	MTHFD2P5	843
chr5	41967139	41968366	MTHFD2P6	1227
chr3	179464346	179465328	MTHFD2P7	982
chr1	11785723	11806455	MTHFR	20732
chr15	79833585	79897379	MTHFS	63794
chr16	86530178	86555235	MTHFSD	25057
chr2	55236230	55270263	MTIF2	34033
chr1	121502344	121503891	MTIF2P1	1547
chr13	27435634	27450613	MTIF3	14979
chr18	68527970	68528123	MTL3P	153
chr2	110211529	110245420	MTLN	33891
chr15	30938941	30991904	MTMR10	52963
chr1	149928651	149937523	MTMR11	8872
chr5	32226994	32313013	MTMR12	86019
chr11	101208905	101209450	MTMR12P1	545
chr3	9649433	9702393	MTMR14	52960
chr11	95821766	95925315	MTMR2	103549
chr22	29883141	30030868	MTMR3	147727
chr17	58489529	58517905	MTMR4	28376
chr13	25245495	25287521	MTMR6	42026
chr8	17296794	17413528	MTMR7	116734
chr8	11284523	11328146	MTMR9	43623
chr1	32223618	32241824	MTMR9LP	18206
chr6	49077712	49078051	MTMR9P1	339
chr17	73232233	73248962	MTNAP1	16729
chr2	161568502	161570185	MTNAP1P1	1683
chr22	36178554	36179385	MTND1P10	831
chr9	5094139	5095014	MTND1P11	875
chr17	19602259	19603208	MTND1P14	949
chr17	22524738	22525686	MTND1P15	948
chr3	106901068	106901965	MTND1P16	897
chr22	16876218	16876421	MTND1P17	203
chr10	37600796	37601368	MTND1P18	572
chr4	92702345	92702659	MTND1P19	314
chr7	64111752	64112572	MTND1P2	820
chr10	69595487	69596436	MTND1P20	949
chr10	20804293	20804577	MTND1P21	284
chr4	155462873	155463823	MTND1P22	950
chr1	629062	629433	MTND1P23	371
chr12	41699391	41700251	MTND1P24	860
chr2	131385700	131386314	MTND1P26	614
chr2	140220584	140221485	MTND1P27	901
chr2	117023918	117024867	MTND1P28	949
chr2	130270440	130272272	MTND1P29	1832
chr7	141803701	141804652	MTND1P3	951
chr1	47164510	47165920	MTND1P34	1410
chr11	89908540	89909047	MTND1P35	507
chr11	103407441	103408376	MTND1P36	935
chr10	19747172	19747435	MTND1P37	263
chr7	57185788	57186202	MTND1P4	414
chr8	103085651	103086590	MTND1P5	939
chr8	33014081	33015026	MTND1P6	945
chr8	46828117	46828413	MTND1P7	296
chr16	3369957	3370906	MTND1P8	949
chr20	57357426	57358369	MTND1P9	943
chr9	109300186	109301172	MTND2P11	986
chr17	19603797	19605048	MTND2P12	1251
chr17	22525899	22526937	MTND2P13	1038
chr3	106902173	106902523	MTND2P14	350
chr10	69594041	69594932	MTND2P15	891
chr10	19747823	19748621	MTND2P16	798
chr12	41698495	41699182	MTND2P17	687
chr2	131384461	131385490	MTND2P18	1029
chr2	140217651	140220368	MTND2P19	2717
chr2	155264163	155264823	MTND2P20	660
chr2	117025077	117026118	MTND2P21	1041
chr2	130272479	130273511	MTND2P22	1032
chr2	211777206	211777856	MTND2P23	650
chr11	103406213	103407241	MTND2P26	1028
chr1	629640	630683	MTND2P28	1043
chr1	50017092	50017503	MTND2P29	411
chr1	81080790	81081171	MTND2P30	381
chr4	14505865	14506480	MTND2P31	615
chr8	33015261	33017043	MTND2P32	1782
chr4	155461633	155462663	MTND2P33	1030
chr8	46827228	46827894	MTND2P38	666
chr7	64110547	64111550	MTND2P4	1003
chr19	12502675	12504106	MTND2P40	1431
chr4	68049706	68050478	MTND2P41	772
chr7	141802482	141803487	MTND2P5	1005
chr7	57186412	57187441	MTND2P6	1029
chr8	133754811	133755450	MTND2P7	639
chr9	78741720	78742744	MTND2P8	1024
chr9	80565032	80565962	MTND2P9	930
chr13	22113119	22113338	MTND3P1	219
chr2	120212935	120213275	MTND3P10	340
chr15	58150635	58150962	MTND3P12	327
chr16	10723424	10723766	MTND3P13	342
chr2	130278036	130278376	MTND3P15	340
chr2	201553688	201554031	MTND3P16	343
chr2	202617284	202617627	MTND3P17	343
chr2	131379743	131380083	MTND3P18	340
chr5	100050719	100051063	MTND3P19	344
chr7	64105654	64105995	MTND3P2	341
chr6	153668177	153668362	MTND3P20	185
chr1	93924386	93924716	MTND3P21	330
chr4	49246601	49246915	MTND3P22	314
chr9	92110168	92110514	MTND3P23	346
chr4	64610980	64611308	MTND3P24	328
chr5	134928393	134928527	MTND3P25	134
chr4	155456638	155456981	MTND3P3	343
chr9	101793454	101793756	MTND3P4	302
chr4	25720099	25720431	MTND3P5	332
chr3	106896483	106896821	MTND3P6	338
chr3	166160777	166161119	MTND3P7	342
chr1	235541759	235542097	MTND3P8	338
chr2	143098484	143098829	MTND3P9	345
chr3	166160414	166160704	MTND4LP10	290
chr10	33023368	33023647	MTND4LP11	279
chr2	143098123	143098417	MTND4LP12	294
chr2	201214653	201214950	MTND4LP13	297
chr2	120213344	120213631	MTND4LP14	287
chr2	201554096	201554390	MTND4LP16	294
chr2	202617695	202617987	MTND4LP17	292
chr11	81552226	81552516	MTND4LP18	290
chr6	91727159	91727324	MTND4LP19	165
chr7	64105292	64105576	MTND4LP2	284
chr6	153668589	153668858	MTND4LP20	269
chr1	235541412	235541706	MTND4LP21	294
chr4	25719755	25720030	MTND4LP22	275
chr16	10723065	10723355	MTND4LP24	290
chr16	49066567	49066729	MTND4LP25	162
chr8	18200924	18201205	MTND4LP26	281
chr3	106895729	106896408	MTND4LP3	679
chr5	134928030	134928326	MTND4LP30	296
chr4	64610616	64610909	MTND4LP31	293
chr7	57169143	57169412	MTND4LP32	269
chr5	100050359	100050650	MTND4LP5	291
chr9	92110575	92110868	MTND4LP7	293
chr3	29797652	29797825	MTND4LP9	173
chr13	84520103	84521568	MTND4P1	1465
chr1	235540053	235541415	MTND4P10	1362
chr1	93922574	93923945	MTND4P11	1371
chr5	134926660	134928036	MTND4P12	1376
chr6	153668879	153669901	MTND4P13	1022
chr9	5107937	5109290	MTND4P14	1353
chr9	92110865	92111897	MTND4P15	1032
chr3	106894352	106895718	MTND4P16	1366
chr3	166160021	166160370	MTND4P17	349
chr10	36434710	36435174	MTND4P18	464
chr10	94774156	94774633	MTND4P19	477
chr7	64104093	64105295	MTND4P2	1202
chr10	94940253	94941121	MTND4P20	868
chr2	131372294	131373650	MTND4P21	1356
chr2	143096839	143098007	MTND4P22	1168
chr2	201213298	201214660	MTND4P23	1362
chr2	82814984	82815516	MTND4P25	532
chr2	120213631	120214989	MTND4P26	1358
chr2	130278757	130280110	MTND4P27	1353
chr2	155311023	155311409	MTND4P28	386
chr2	201554384	201556051	MTND4P29	1667
chr7	68266319	68266859	MTND4P3	540
chr2	202617983	202618881	MTND4P30	898
chr14	84172841	84173606	MTND4P33	765
chr16	10721698	10723068	MTND4P34	1370
chr5	100048988	100050362	MTND4P35	1374
chr7	57169406	57170771	MTND4P4	1365
chr7	57192695	57194068	MTND4P5	1373
chr7	117263917	117264388	MTND4P6	471
chr8	13353401	13353530	MTND4P7	129
chr4	155455050	155456411	MTND4P8	1361
chr4	25718082	25719745	MTND4P9	1663
chr21	44473723	44475097	MTND5P1	1374
chr5	100046977	100048785	MTND5P10	1808
chr5	134924648	134926459	MTND5P11	1811
chr5	94567461	94568909	MTND5P12	1448
chr4	64609454	64610532	MTND5P13	1078
chr9	5109496	5110762	MTND5P14	1266
chr3	177010719	177011067	MTND5P15	348
chr3	106898889	106900591	MTND5P16	1702
chr10	36432882	36434484	MTND5P17	1602
chr1	237949736	237951536	MTND5P18	1800
chr1	235538052	235539845	MTND5P19	1793
chr13	95692538	95693972	MTND5P2	1434
chr1	113576757	113576899	MTND5P20	142
chr11	11239759	11240280	MTND5P21	521
chr2	124680722	124680916	MTND5P22	194
chr2	131370306	131372075	MTND5P23	1769
chr2	143094789	143096555	MTND5P24	1766
chr2	201212283	201213081	MTND5P25	798
chr2	82815809	82817528	MTND5P27	1719
chr2	120215181	120217279	MTND5P28	2098
chr2	130280299	130282105	MTND5P29	1806
chr13	84521725	84523915	MTND5P3	2190
chr2	155311697	155313427	MTND5P30	1730
chr2	201556892	201558265	MTND5P31	1373
chr15	58152606	58154407	MTND5P32	1801
chr16	10720015	10721464	MTND5P33	1449
chr16	55007982	55008306	MTND5P34	324
chr14	84173791	84175510	MTND5P35	1719
chr4	17061878	17062165	MTND5P4	287
chr15	46341354	46341599	MTND5P40	245
chr8	36279491	36279696	MTND5P41	205
chr10	89786610	89787107	MTND5P42	497
chr4	101972423	101972798	MTND5P5	375
chr7	57170974	57172771	MTND5P6	1797
chr7	57194257	57196054	MTND5P7	1797
chr7	112372647	112373729	MTND5P8	1082
chr4	155453049	155454803	MTND5P9	1754
chr2	131369785	131370301	MTND6P10	516
chr2	143094233	143094715	MTND6P11	482
chr1	235537520	235538041	MTND6P14	521
chr1	237949214	237949734	MTND6P15	520
chr4	64608905	64609424	MTND6P16	519
chr4	155452526	155453044	MTND6P17	518
chr13	95693983	95694495	MTND6P18	512
chr8	36278960	36279483	MTND6P19	523
chr5	8618581	8619104	MTND6P2	523
chr8	46838788	46839205	MTND6P20	417
chr21	44472895	44473739	MTND6P21	844
chr5	100046450	100046970	MTND6P22	520
chr7	112373733	112374250	MTND6P24	517
chr11	81555910	81556425	MTND6P25	515
chr7	57172772	57173283	MTND6P29	511
chr5	94568929	94569470	MTND6P3	541
chr16	10719833	10720015	MTND6P33	182
chr17	22519195	22519504	MTND6P35	309
chr5	134924123	134924644	MTND6P4	521
chr9	5091093	5091604	MTND6P5	511
chr3	106900593	106900855	MTND6P6	262
chr2	82817538	82818061	MTND6P7	523
chr2	130282085	130282606	MTND6P8	521
chr2	155313440	155313958	MTND6P9	518
chr4	186526792	186555567	MTNR1A	28775
chr11	92969651	92985066	MTNR1B	15415
chr6	73461578	73509236	MTO1	47658
chr1	11106531	11262556	MTOR	156025
chr1	11143898	11149537	MTOR-AS1	5639
chr10	30309801	30374448	MTPAP	64647
chr7	135926760	135977375	MTPN	50615
chr1	236795260	236921278	MTR	126018
chr6	107028184	107051586	MTRES1	23402
chr6	154549517	154550242	MTRES1P1	725
chr21	31452466	31453223	MTRES1P2	757
chr5	55307736	55426065	MTREX	118329
chr13	41216145	41263775	MTRF1	47630
chr6	152987362	153002709	MTRF1L	15347
chr11	113711720	113712398	MTRF1LP1	678
chr8	129728744	129730445	MTRF1LP2	1701
chr12	123232142	123258079	MTRFR	25937
chr5	7851186	7906025	MTRR	54839
chr8	124550776	124728775	MTSS1	177999
chr16	70661204	70686053	MTSS2	24849
chr4	99564081	99623997	MTTP	59916
chr7	30134986	30162765	MTURN	27779
chr8	17643794	17801545	MTUS1	157751
chr8	17801345	17861069	MTUS1-DT	59724
