From	Entry	Entry Name	Gene Names
Q86V25	Q86V25	VASH2_HUMAN	VASH2 VASHL
Q13428	Q13428	TCOF_HUMAN	TCOF1
Q9H270	Q9H270	VPS11_HUMAN	VPS11 RNF108 PP3476
O76054	O76054	S14L2_HUMAN	SEC14L2 C22orf6 KIAA1186 KIAA1658
Q99614	Q99614	TTC1_HUMAN	TTC1 TPR1
Q8IVN3	Q8IVN3	MSTN1_HUMAN	MUSTN1
O43613	O43613	OX1R_HUMAN	HCRTR1
Q9H0C3	Q9H0C3	TM117_HUMAN	TMEM117
Q8NHP6	Q8NHP6	MSPD2_HUMAN	MOSPD2
Q07020	Q07020	RL18_HUMAN	RPL18
O14530	O14530	TXND9_HUMAN	TXNDC9 APACD
Q9H3R5	Q9H3R5	CENPH_HUMAN	CENPH ICEN35
Q9NR16	Q9NR16	C163B_HUMAN	CD163L1 CD163B M160 UNQ6434/PRO23202
Q7Z628	Q7Z628	ARHG8_HUMAN	NET1 ARHGEF8
Q96PX8	Q96PX8	SLIK1_HUMAN	SLITRK1 KIAA1910 LRRC12 UNQ233/PRO266
P53667	P53667	LIMK1_HUMAN	LIMK1 LIMK
P51397	P51397	DAP1_HUMAN	DAP DAP1
O43491	O43491	E41L2_HUMAN	EPB41L2
P47756	P47756	CAPZB_HUMAN	CAPZB
Q14244	Q14244	MAP7_HUMAN	MAP7
P31040	P31040	SDHA_HUMAN	SDHA SDH2 SDHF
Q9NUQ2	Q9NUQ2	PLCE_HUMAN	AGPAT5
P52888	P52888	THOP1_HUMAN	THOP1
Q9Y3S1	Q9Y3S1	WNK2_HUMAN	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13
Q9UKB5	Q9UKB5	AJAP1_HUMAN	AJAP1 MOT8 SHREW1
Q96PZ2	Q96PZ2	F111A_HUMAN	FAM111A KIAA1895
Q86V48	Q86V48	LUZP1_HUMAN	LUZP1
Q9C0H2	Q9C0H2	TTYH3_HUMAN	TTYH3 KIAA1691
P13987	P13987	CD59_HUMAN	CD59 MIC11 MIN1 MIN2 MIN3 MSK21
Q02543	Q02543	RL18A_HUMAN	RPL18A
Q9NPL8	Q9NPL8	TIDC1_HUMAN	TIMMDC1 C3orf1 UNQ247/PRO284
Q9NUY8	Q9NUY8	TBC23_HUMAN	TBC1D23 NS4ATP1
P02511	P02511	CRYAB_HUMAN	CRYAB CRYA2 HSPB5
Q9NVV0	Q9NVV0	TM38B_HUMAN	TMEM38B C9orf87 TRICB
Q9BZD6	Q9BZD6	TMG4_HUMAN	PRRG4 PRGP4 TMG4
Q96B54	Q96B54	ZN428_HUMAN	ZNF428 C19orf37
Q86SQ7	Q86SQ7	SDCG8_HUMAN	SDCCAG8 CCCAP NPHP10 HSPC085
Q86VE0	Q86VE0	MYPOP_HUMAN	MYPOP P42POP
Q9H019	Q9H019	MFR1L_HUMAN	MTFR1L FAM54B HYST1888 MSTP116
Q16881	Q16881	TRXR1_HUMAN	TXNRD1 GRIM12 KDRF
Q92985	Q92985	IRF7_HUMAN	IRF7
Q9BXB4	Q9BXB4	OSB11_HUMAN	OSBPL11 ORP11 OSBP12
P62745	P62745	RHOB_HUMAN	RHOB ARH6 ARHB
P51153	P51153	RAB13_HUMAN	RAB13 GIG4
P24046	P24046	GBRR1_HUMAN	GABRR1
Q9H1E3	Q9H1E3	NUCKS_HUMAN	NUCKS1 NUCKS JC7
O75541	O75541	ZN821_HUMAN	ZNF821
Q9H329	Q9H329	E41LB_HUMAN	EPB41L4B EHM2 LULU2
P32245	P32245	MC4R_HUMAN	MC4R
Q10567	Q10567	AP1B1_HUMAN	AP1B1 ADTB1 BAM22 CLAPB2
P49207	P49207	RL34_HUMAN	RPL34
P84095	P84095	RHOG_HUMAN	RHOG ARHG
O75928	O75928	PIAS2_HUMAN	PIAS2 PIASX
Q9NPY3	Q9NPY3	C1QR1_HUMAN	CD93 C1QR1 MXRA4
Q9NX00	Q9NX00	TM160_HUMAN	TMEM160
Q53QW1	Q53QW1	TEX44_HUMAN	TEX44 C2orf57
P21815	P21815	SIAL_HUMAN	IBSP BNSP
P63215	P63215	GBG3_HUMAN	GNG3 GNGT3
Q9NRR5	Q9NRR5	UBQL4_HUMAN	UBQLN4 C1orf6 CIP75 UBIN
Q5GH72	Q5GH72	XKR7_HUMAN	XKR7 C20orf159 XRG7
Q9HB09	Q9HB09	B2L12_HUMAN	BCL2L12 BPR
Q2KHR3	Q2KHR3	QSER1_HUMAN	QSER1
P61981	P61981	1433G_HUMAN	YWHAG
Q9UPN9	Q9UPN9	TRI33_HUMAN	TRIM33 KIAA1113 RFG7 TIF1G
Q969S8	Q969S8	HDA10_HUMAN	HDAC10
Q9P2E2	Q9P2E2	KIF17_HUMAN	KIF17 KIAA1405 KIF3X
P47914	P47914	RL29_HUMAN	RPL29
P24593	P24593	IBP5_HUMAN	IGFBP5 IBP5
P49366	P49366	DHYS_HUMAN	DHPS DS
P0DOX2	P0DOX2	IGA2_HUMAN	
Q8N414	Q8N414	PGBD5_HUMAN	PGBD5
Q6NTE8	Q6NTE8	MRNIP_HUMAN	MRNIP C5orf45
P11940	P11940	PABP1_HUMAN	PABPC1 PAB1 PABP PABP1 PABPC2
O75348	O75348	VATG1_HUMAN	ATP6V1G1 ATP6G ATP6G1 ATP6J
Q9P242	Q9P242	NYAP2_HUMAN	NYAP2 KIAA1486
Q9NRX5	Q9NRX5	SERC1_HUMAN	SERINC1 KIAA1253 TDE1L TDE2 UNQ396/PRO732
P32927	P32927	IL3RB_HUMAN	CSF2RB IL3RB IL5RB
P62249	P62249	RS16_HUMAN	RPS16
Q9NRM0	Q9NRM0	GTR9_HUMAN	SLC2A9 GLUT9
P05091	P05091	ALDH2_HUMAN	ALDH2 ALDM
P33992	P33992	MCM5_HUMAN	MCM5 CDC46
Q86VY9	Q86VY9	T200A_HUMAN	TMEM200A KIAA1913 HBE61
P02686	P02686	MBP_HUMAN	MBP
Q9P2R3	Q9P2R3	ANFY1_HUMAN	ANKFY1 ANKHZN KIAA1255
O75884	O75884	RBBP9_HUMAN	RBBP9 BOG RBBP10
Q96EY5	Q96EY5	MB12A_HUMAN	MVB12A CFBP FAM125A
P06454	P06454	PTMA_HUMAN	PTMA TMSA
P07947	P07947	YES_HUMAN	YES1 YES
Q53GL7	Q53GL7	PAR10_HUMAN	PARP10
Q9HBT8	Q9HBT8	Z286A_HUMAN	ZNF286A KIAA1874 ZNF286
O14511	O14511	NRG2_HUMAN	NRG2 NTAK
Q8IYL2	Q8IYL2	TRM44_HUMAN	TRMT44 C4orf23 METTL19
Q9HAP2	Q9HAP2	MLXIP_HUMAN	MLXIP BHLHE36 KIAA0867 MIR MONDOA
Q9NRW7	Q9NRW7	VPS45_HUMAN	VPS45 VPS45A VPS45B
P20338	P20338	RAB4A_HUMAN	RAB4A RAB4
Q96HJ3	Q96HJ3	CCD34_HUMAN	CCDC34 RAMA3 L15
Q05639	Q05639	EF1A2_HUMAN	EEF1A2 EEF1AL STN
Q8NEN9	Q8NEN9	PDZD8_HUMAN	PDZD8 PDZK8
Q9Y2J0	Q9Y2J0	RP3A_HUMAN	RPH3A KIAA0985
Q6YN16	Q6YN16	HSDL2_HUMAN	HSDL2 C9orf99 SDR13C1
Q8NDF8	Q8NDF8	PAPD5_HUMAN	TENT4B GLD4 PAPD5 TRF4-2 TUT3
O43837	O43837	IDH3B_HUMAN	IDH3B
P04921	P04921	GLPC_HUMAN	GYPC GLPC GPC
P23508	P23508	CRCM_HUMAN	MCC
O15357	O15357	SHIP2_HUMAN	INPPL1 SHIP2
P22413	P22413	ENPP1_HUMAN	ENPP1 M6S1 NPPS PC1 PDNP1
P51784	P51784	UBP11_HUMAN	USP11 UHX1
O43776	O43776	SYNC_HUMAN	NARS1 NARS NRS
O95163	O95163	ELP1_HUMAN	ELP1 IKAP IKBKAP
P41227	P41227	NAA10_HUMAN	NAA10 ARD1 ARD1A TE2
P06132	P06132	DCUP_HUMAN	UROD
O94762	O94762	RECQ5_HUMAN	RECQL5 RECQ5
P21802	P21802	FGFR2_HUMAN	FGFR2 BEK KGFR KSAM
P22694	P22694	KAPCB_HUMAN	PRKACB
Q02817	Q02817	MUC2_HUMAN	MUC2 SMUC
Q86TI2	Q86TI2	DPP9_HUMAN	DPP9 DPRP2
O14520	O14520	AQP7_HUMAN	AQP7 AQP7L AQP9
Q56NI9	Q56NI9	ESCO2_HUMAN	ESCO2
Q9NR28	Q9NR28	DBLOH_HUMAN	DIABLO SMAC
Q5DX21	Q5DX21	IGS11_HUMAN	IGSF11 BTIGSF CXADRL1 VSIG3
Q5JPI9	Q5JPI9	EFMT2_HUMAN	EEF1AKMT2 C10orf138 METTL10
Q08J23	Q08J23	NSUN2_HUMAN	NSUN2 SAKI TRM4
Q6ZSJ9	Q6ZSJ9	SHSA6_HUMAN	SHISA6
Q96RP9	Q96RP9	EFGM_HUMAN	GFM1 EFG EFG1 GFM
Q9NYQ3	Q9NYQ3	HAOX2_HUMAN	HAO2 HAOX2 GIG16
Q9UGU0	Q9UGU0	TCF20_HUMAN	TCF20 KIAA0292 SPBP
O43598	O43598	DNPH1_HUMAN	DNPH1 C6orf108 RCL
P35237	P35237	SPB6_HUMAN	SERPINB6 PI6 PTI
Q9HD20	Q9HD20	AT131_HUMAN	ATP13A1 ATP13A KIAA1825 CGI-152
Q969T9	Q969T9	WBP2_HUMAN	WBP2
O94988	O94988	FA13A_HUMAN	FAM13A FAM13A1 KIAA0914
P51114	P51114	FXR1_HUMAN	FXR1
Q9Y5U4	Q9Y5U4	INSI2_HUMAN	INSIG2
Q9Y2T3	Q9Y2T3	GUAD_HUMAN	GDA KIAA1258
O14782	O14782	KIF3C_HUMAN	KIF3C
Q8N565	Q8N565	MREG_HUMAN	MREG DSU HDCGA21P
Q9BRQ6	Q9BRQ6	MIC25_HUMAN	CHCHD6 CHCM1 MIC25
Q14802	Q14802	FXYD3_HUMAN	FXYD3 MAT8 PLML
Q8TF40	Q8TF40	FNIP1_HUMAN	FNIP1 KIAA1961
Q9Y5X2	Q9Y5X2	SNX8_HUMAN	SNX8
P10073	P10073	ZSC22_HUMAN	ZSCAN22 HKR2 ZNF50
Q8NE09	Q8NE09	RGS22_HUMAN	RGS22
Q14161	Q14161	GIT2_HUMAN	GIT2 KIAA0148
Q92503	Q92503	S14L1_HUMAN	SEC14L1 SEC14L
O95870	O95870	ABHGA_HUMAN	ABHD16A BAT5 G5 NG26 PP199
O43194	O43194	GPR39_HUMAN	GPR39
O94782	O94782	UBP1_HUMAN	USP1
P10398	P10398	ARAF_HUMAN	ARAF ARAF1 PKS PKS2
P11441	P11441	UBL4A_HUMAN	UBL4A DXS254E GDX UBL4
Q14766	Q14766	LTBP1_HUMAN	LTBP1
Q5JTD0	Q5JTD0	TJAP1_HUMAN	TJAP1 PILT TJP4
P10599	P10599	THIO_HUMAN	TXN TRDX TRX TRX1
P50213	P50213	IDH3A_HUMAN	IDH3A
Q13637	Q13637	RAB32_HUMAN	RAB32
O43663	O43663	PRC1_HUMAN	PRC1
P18847	P18847	ATF3_HUMAN	ATF3
O75368	O75368	SH3L1_HUMAN	SH3BGRL
Q96HU8	Q96HU8	DIRA2_HUMAN	DIRAS2
Q8N998	Q8N998	CCD89_HUMAN	CCDC89 BOIP
O75306	O75306	NDUS2_HUMAN	NDUFS2
Q9Y6M4	Q9Y6M4	KC1G3_HUMAN	CSNK1G3
Q99689	Q99689	FEZ1_HUMAN	FEZ1
P48058	P48058	GRIA4_HUMAN	GRIA4 GluA4 GLUR4
Q569K4	Q569K4	Z385B_HUMAN	ZNF385B ZNF533
Q15393	Q15393	SF3B3_HUMAN	SF3B3 KIAA0017 SAP130
O14867	O14867	BACH1_HUMAN	BACH1
Q5T5Y3	Q5T5Y3	CAMP1_HUMAN	CAMSAP1
Q9UKT4	Q9UKT4	FBX5_HUMAN	FBXO5 EMI1 FBX5
P25205	P25205	MCM3_HUMAN	MCM3
Q9HC97	Q9HC97	GPR35_HUMAN	GPR35
P09972	P09972	ALDOC_HUMAN	ALDOC ALDC
P18084	P18084	ITB5_HUMAN	ITGB5
Q13319	Q13319	CD5R2_HUMAN	CDK5R2 NCK5AI
O95104	O95104	SCAF4_HUMAN	SCAF4 KIAA1172 SFRS15
Q9BUV0	Q9BUV0	RSRP1_HUMAN	RSRP1 C1orf63 HT033 NPD014
Q9Y2R4	Q9Y2R4	DDX52_HUMAN	DDX52 ROK1 HUSSY-19
Q2TAL5	Q2TAL5	SMTL2_HUMAN	SMTNL2
Q8WW01	Q8WW01	SEN15_HUMAN	TSEN15 C1orf19 SEN15
P41162	P41162	ETV3_HUMAN	ETV3 METS PE1
Q00537	Q00537	CDK17_HUMAN	CDK17 PCTAIRE2 PCTK2
Q9Y2Q0	Q9Y2Q0	AT8A1_HUMAN	ATP8A1 ATPIA
Q96F44	Q96F44	TRI11_HUMAN	TRIM11 RNF92
P39656	P39656	OST48_HUMAN	DDOST KIAA0115 OST48 OK/SW-cl.45
P61218	P61218	RPAB2_HUMAN	POLR2F POLRF
P48378	P48378	RFX2_HUMAN	RFX2
P28698	P28698	MZF1_HUMAN	MZF1 MZF ZNF42 ZSCAN6
Q8NFT8	Q8NFT8	DNER_HUMAN	DNER BET UNQ262/PRO299
P01042	P01042	KNG1_HUMAN	KNG1 BDK KNG
Q9UBC2	Q9UBC2	EP15R_HUMAN	EPS15L1 EPS15R
Q6WCQ1	Q6WCQ1	MPRIP_HUMAN	MPRIP KIAA0864 MRIP RHOIP3
Q5VZ66	Q5VZ66	JKIP3_HUMAN	JAKMIP3 C10orf14 C10orf39 JAMIP3 NECC2
P22570	P22570	ADRO_HUMAN	FDXR ADXR
Q96IW7	Q96IW7	SC22A_HUMAN	SEC22A SEC22L2
Q9UL54	Q9UL54	TAOK2_HUMAN	TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431
Q12849	Q12849	GRSF1_HUMAN	GRSF1
O95139	O95139	NDUB6_HUMAN	NDUFB6
Q9H3Y6	Q9H3Y6	SRMS_HUMAN	SRMS C20orf148
Q9HC16	Q9HC16	ABC3G_HUMAN	APOBEC3G MDS019
P78314	P78314	3BP2_HUMAN	SH3BP2 3BP2 RES4-23
O95990	O95990	F107A_HUMAN	FAM107A DRR1 TU3A
P51787	P51787	KCNQ1_HUMAN	KCNQ1 KCNA8 KCNA9 KVLQT1
Q8TEA7	Q8TEA7	TBCK_HUMAN	TBCK FERRY1 TBCKL HSPC302
Q8N3J5	Q8N3J5	PPM1K_HUMAN	PPM1K PP2CM
P28715	P28715	ERCC5_HUMAN	ERCC5 ERCM2 XPG XPGC
P29475	P29475	NOS1_HUMAN	NOS1
O14735	O14735	CDIPT_HUMAN	CDIPT PIS PIS1
Q9BPY3	Q9BPY3	F118B_HUMAN	FAM118B
P03956	P03956	MMP1_HUMAN	MMP1 CLG
O43847	O43847	NRDC_HUMAN	NRDC NRD1
O15117	O15117	FYB1_HUMAN	FYB1 FYB SLAP130
Q9ULL1	Q9ULL1	PKHG1_HUMAN	PLEKHG1 KIAA1209
Q8WUZ0	Q8WUZ0	BCL7C_HUMAN	BCL7C
P51809	P51809	VAMP7_HUMAN	VAMP7 SYBL1
Q13332	Q13332	PTPRS_HUMAN	PTPRS
Q9NYA4	Q9NYA4	MTMR4_HUMAN	MTMR4 KIAA0647 ZFYVE11
O60610	O60610	DIAP1_HUMAN	DIAPH1 DIAP1
Q8TF01	Q8TF01	PNISR_HUMAN	PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306
P13164	P13164	IFM1_HUMAN	IFITM1 CD225 IFI17
Q15583	Q15583	TGIF1_HUMAN	TGIF1 TGIF
Q86TL0	Q86TL0	ATG4D_HUMAN	ATG4D APG4D AUTL4
Q8N392	Q8N392	RHG18_HUMAN	ARHGAP18
Q10471	Q10471	GALT2_HUMAN	GALNT2
O94927	O94927	HAUS5_HUMAN	HAUS5 KIAA0841
P49450	P49450	CENPA_HUMAN	CENPA
Q92843	Q92843	B2CL2_HUMAN	BCL2L2 BCLW KIAA0271
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4 C1orf33 MRT4
Q00688	Q00688	FKBP3_HUMAN	FKBP3 FKBP25
P10415	P10415	BCL2_HUMAN	BCL2
Q5H9L2	Q5H9L2	TCAL5_HUMAN	TCEAL5
Q9UKV8	Q9UKV8	AGO2_HUMAN	AGO2 EIF2C2
Q9NXS2	Q9NXS2	QPCTL_HUMAN	QPCTL
P49406	P49406	RM19_HUMAN	MRPL19 KIAA0104 MRPL15
P15529	P15529	MCP_HUMAN	CD46 MCP MIC10
Q9BYE9	Q9BYE9	CDHR2_HUMAN	CDHR2 PCDH24 PCLKC
Q5H9F3	Q5H9F3	BCORL_HUMAN	BCORL1
Q8N0Z6	Q8N0Z6	TTC5_HUMAN	TTC5
O00330	O00330	ODPX_HUMAN	PDHX PDX1
Q8WYN3	Q8WYN3	CSRN3_HUMAN	CSRNP3 FAM130A2 TAIP2
Q5T6C5	Q5T6C5	AT7L2_HUMAN	ATXN7L2
Q9UN76	Q9UN76	S6A14_HUMAN	SLC6A14
Q15569	Q15569	TESK1_HUMAN	TESK1
Q68D51	Q68D51	DEN2C_HUMAN	DENND2C
Q00534	Q00534	CDK6_HUMAN	CDK6 CDKN6
P06748	P06748	NPM_HUMAN	NPM1 NPM
P55273	P55273	CDN2D_HUMAN	CDKN2D
Q9H4F8	Q9H4F8	SMOC1_HUMAN	SMOC1
Q8NDV7	Q8NDV7	TNR6A_HUMAN	TNRC6A CAGH26 KIAA1460 TNRC6
A2RRP1	A2RRP1	NBAS_HUMAN	NBAS NAG
O15228	O15228	GNPAT_HUMAN	GNPAT DAPAT DHAPAT
Q13002	Q13002	GRIK2_HUMAN	GRIK2 GLUR6
Q96I27	Q96I27	ZN625_HUMAN	ZNF625
Q8IXN7	Q8IXN7	RIMKA_HUMAN	RIMKLA FAM80A
Q92686	Q92686	NEUG_HUMAN	NRGN
Q6KC79	Q6KC79	NIPBL_HUMAN	NIPBL IDN3 SCC2
P12956	P12956	XRCC6_HUMAN	XRCC6 G22P1
Q99436	Q99436	PSB7_HUMAN	PSMB7 Z
Q96N66	Q96N66	MBOA7_HUMAN	MBOAT7 BB1 LENG4 OACT7
Q8NAT2	Q8NAT2	TDRD5_HUMAN	TDRD5 TUDOR3
P33176	P33176	KINH_HUMAN	KIF5B KNS KNS1
Q16891	Q16891	MIC60_HUMAN	IMMT HMP MIC60 MINOS2 PIG4 PIG52
Q6PEY2	Q6PEY2	TBA3E_HUMAN	TUBA3E
Q5SZL2	Q5SZL2	CE85L_HUMAN	CEP85L C6orf204
Q8TC05	Q8TC05	MDM1_HUMAN	MDM1
Q9BRV8	Q9BRV8	SIKE1_HUMAN	SIKE1 SIKE
P98196	P98196	AT11A_HUMAN	ATP11A ATPIH ATPIS KIAA1021
Q9UJX0	Q9UJX0	OSGI1_HUMAN	OSGIN1 BDGI OKL38
Q86UD4	Q86UD4	ZN329_HUMAN	ZNF329
Q86WA6	Q86WA6	BPHL_HUMAN	BPHL MCNAA
Q8WYQ9	Q8WYQ9	ZCH14_HUMAN	ZCCHC14 KIAA0579
P51168	P51168	SCNNB_HUMAN	SCNN1B
Q86WP2	Q86WP2	GPBP1_HUMAN	GPBP1 GPBP SSH6
B7ZBB8	B7ZBB8	PP13G_HUMAN	PPP1R3G
O43719	O43719	HTSF1_HUMAN	HTATSF1
P15924	P15924	DESP_HUMAN	DSP
P11277	P11277	SPTB1_HUMAN	SPTB SPTB1
Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP S100A6BP SIP PNAS-107
Q9BX40	Q9BX40	LS14B_HUMAN	LSM14B C20orf40 FAM61B RAP55B
O60548	O60548	FOXD2_HUMAN	FOXD2 FKHL17 FREAC9
O14813	O14813	PHX2A_HUMAN	PHOX2A ARIX PMX2A
Q13868	Q13868	EXOS2_HUMAN	EXOSC2 RRP4
Q92831	Q92831	KAT2B_HUMAN	KAT2B PCAF
A6ND36	A6ND36	FA83G_HUMAN	FAM83G PAWS1
P02538	P02538	K2C6A_HUMAN	KRT6A K6A KRT6D
Q15696	Q15696	U2AFM_HUMAN	ZRSR2 U2AF1-RS2 U2AF1L2 U2AF1RS2 URP
P51151	P51151	RAB9A_HUMAN	RAB9A RAB9
O95544	O95544	NADK_HUMAN	NADK
P22079	P22079	PERL_HUMAN	LPO SAPX
Q6N021	Q6N021	TET2_HUMAN	TET2 KIAA1546 Nbla00191
Q9NSB8	Q9NSB8	HOME2_HUMAN	HOMER2
P31641	P31641	SC6A6_HUMAN	SLC6A6
Q5VZ18	Q5VZ18	SHE_HUMAN	SHE
Q8TBE1	Q8TBE1	CNIH3_HUMAN	CNIH3
Q13303	Q13303	KCAB2_HUMAN	KCNAB2 KCNA2B KCNK2
Q3KR37	Q3KR37	ASTRB_HUMAN	GRAMD1B KIAA1201 UNQ3032/PRO9834
Q9UPZ6	Q9UPZ6	THS7A_HUMAN	THSD7A KIAA0960
Q3ZCM7	Q3ZCM7	TBB8_HUMAN	TUBB8
P09417	P09417	DHPR_HUMAN	QDPR DHPR SDR33C1
O75787	O75787	RENR_HUMAN	ATP6AP2 ATP6IP2 CAPER ELDF10 HT028 MSTP009 PSEC0072
P00488	P00488	F13A_HUMAN	F13A1 F13A
Q9NQ40	Q9NQ40	S52A3_HUMAN	SLC52A3 C20orf54 RFT2 RFVT3
Q9H228	Q9H228	S1PR5_HUMAN	S1PR5 EDG8
Q587J8	Q587J8	KHDC3_HUMAN	KHDC3L C6orf221 ECAT1
Q96A72	Q96A72	MGN2_HUMAN	MAGOHB MAGOH2
P04818	P04818	TYSY_HUMAN	TYMS TS OK/SW-cl.29
Q709F0	Q709F0	ACD11_HUMAN	ACAD11
P08173	P08173	ACM4_HUMAN	CHRM4
Q6IPR3	Q6IPR3	TYW3_HUMAN	TYW3 C1orf171
Q8IUG5	Q8IUG5	MY18B_HUMAN	MYO18B
O14513	O14513	NCKP5_HUMAN	NCKAP5 ERIH NAP5
P41208	P41208	CETN2_HUMAN	CETN2 CALT CEN2
Q9Y4D2	Q9Y4D2	DGLA_HUMAN	DAGLA C11orf11 KIAA0659 NSDDR
Q9Y4J8	Q9Y4J8	DTNA_HUMAN	DTNA DRP3
P08758	P08758	ANXA5_HUMAN	ANXA5 ANX5 ENX2 PP4
Q9NX58	Q9NX58	LYAR_HUMAN	LYAR PNAS-5
Q53H47	Q53H47	SETMR_HUMAN	SETMAR
Q16763	Q16763	UBE2S_HUMAN	UBE2S E2EPF OK/SW-cl.73
Q9BS91	Q9BS91	S35A5_HUMAN	SLC35A5 UNQ164/PRO190
P82979	P82979	SARNP_HUMAN	SARNP HCC1 HSPC316
Q13576	Q13576	IQGA2_HUMAN	IQGAP2
Q8TF05	Q8TF05	PP4R1_HUMAN	PPP4R1 MEG1 PP4R1
O00408	O00408	PDE2A_HUMAN	PDE2A
Q9UBK7	Q9UBK7	RBL2A_HUMAN	RABL2A
Q04609	Q04609	FOLH1_HUMAN	FOLH1 FOLH NAALAD1 PSM PSMA GIG27
P43304	P43304	GPDM_HUMAN	GPD2
P62699	P62699	YPEL5_HUMAN	YPEL5 CGI-127
Q7Z6B0	Q7Z6B0	CCD91_HUMAN	CCDC91 GGABP HSD8
P78545	P78545	ELF3_HUMAN	ELF3 ERT ESX JEN
Q70SY1	Q70SY1	CR3L2_HUMAN	CREB3L2 BBF2H7
Q99726	Q99726	ZNT3_HUMAN	SLC30A3 ZNT3
Q8NC54	Q8NC54	KCT2_HUMAN	KCT2 C5orf15 HTGN29
P10243	P10243	MYBA_HUMAN	MYBL1 AMYB
Q86UE3	Q86UE3	ZN546_HUMAN	ZNF546 ZNF49
Q14679	Q14679	TTLL4_HUMAN	TTLL4 KIAA0173
Q13698	Q13698	CAC1S_HUMAN	CACNA1S CACH1 CACN1 CACNL1A3
P15260	P15260	INGR1_HUMAN	IFNGR1
P42658	P42658	DPP6_HUMAN	DPP6
Q7Z401	Q7Z401	MYCPP_HUMAN	DENND4A IRLB MYCPBP
Q92530	Q92530	PSMF1_HUMAN	PSMF1
Q66K14	Q66K14	TBC9B_HUMAN	TBC1D9B KIAA0676
Q9UKU0	Q9UKU0	ACSL6_HUMAN	ACSL6 ACS2 FACL6 KIAA0837 LACS5
O95219	O95219	SNX4_HUMAN	SNX4
Q9UKZ4	Q9UKZ4	TEN1_HUMAN	TENM1 ODZ1 TNM1
Q9ULG1	Q9ULG1	INO80_HUMAN	INO80 INO80A INOC1 KIAA1259
Q9NQQ7	Q9NQQ7	S35C2_HUMAN	SLC35C2 C20orf5 OVCOV1 CGI-15
Q8TC44	Q8TC44	POC1B_HUMAN	POC1B WDR51B
Q5T442	Q5T442	CXG2_HUMAN	GJC2 GJA12
P22692	P22692	IBP4_HUMAN	IGFBP4 IBP4
E9PAV3	E9PAV3	NACAM_HUMAN	NACA
P06276	P06276	CHLE_HUMAN	BCHE CHE1
Q14642	Q14642	I5P1_HUMAN	INPP5A 5PTASE
Q8NCW5	Q8NCW5	NNRE_HUMAN	NAXE AIBP APOA1BP YJEFN1
Q9Y6B6	Q9Y6B6	SAR1B_HUMAN	SAR1B SARA2 SARB
P01857	P01857	IGHG1_HUMAN	IGHG1
Q01968	Q01968	OCRL_HUMAN	OCRL OCRL1
Q6ZW13	Q6ZW13	CP086_HUMAN	C16orf86
Q96T76	Q96T76	MMS19_HUMAN	MMS19 MMS19L
P62955	P62955	CCG7_HUMAN	CACNG7
Q9BSF0	Q9BSF0	SMAKA_HUMAN	C2orf88
Q14524	Q14524	SCN5A_HUMAN	SCN5A
Q8N4V1	Q8N4V1	EMC5_HUMAN	MMGT1 EMC5 TMEM32
Q9H3H9	Q9H3H9	TCAL2_HUMAN	TCEAL2 My048 MY0876G0
P52756	P52756	RBM5_HUMAN	RBM5 H37 LUCA15
Q01449	Q01449	MLRA_HUMAN	MYL7 MYL2A MYLC2A
Q53F19	Q53F19	NCBP3_HUMAN	NCBP3 C17orf85
Q12815	Q12815	TROAP_HUMAN	TROAP
Q08334	Q08334	I10R2_HUMAN	IL10RB CRFB4 D21S58 D21S66
Q9HCJ2	Q9HCJ2	LRC4C_HUMAN	LRRC4C KIAA1580 NGL1 UNQ292/PRO331
P10721	P10721	KIT_HUMAN	KIT SCFR
P01589	P01589	IL2RA_HUMAN	IL2RA
Q8N5A5	Q8N5A5	ZGPAT_HUMAN	ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP
Q12906	Q12906	ILF3_HUMAN	ILF3 DRBF MPHOSPH4 NF90
Q14195	Q14195	DPYL3_HUMAN	DPYSL3 CRMP4 DRP3 ULIP ULIP1
Q9H9L4	Q9H9L4	KANL2_HUMAN	KANSL2 C12orf41 NSL2
Q8WXE1	Q8WXE1	ATRIP_HUMAN	ATRIP AGS1
Q9NQI0	Q9NQI0	DDX4_HUMAN	DDX4 VASA
Q00613	Q00613	HSF1_HUMAN	HSF1 HSTF1
Q32MZ4	Q32MZ4	LRRF1_HUMAN	LRRFIP1 GCF2 TRIP
Q7KZI7	Q7KZI7	MARK2_HUMAN	MARK2 EMK1
Q6ZRP7	Q6ZRP7	QSOX2_HUMAN	QSOX2 QSCN6L1 SOXN
O95255	O95255	MRP6_HUMAN	ABCC6 ARA MRP6
Q96EC8	Q96EC8	YIPF6_HUMAN	YIPF6
A0AVT1	A0AVT1	UBA6_HUMAN	UBA6 MOP4 UBE1L2
Q5TAP6	Q5TAP6	UT14C_HUMAN	UTP14C KIAA0266
Q9BPX7	Q9BPX7	CG025_HUMAN	C7orf25
Q96D21	Q96D21	RHES_HUMAN	RASD2 TEM2
